date,ST_NM,electricity_name,MaxTemp_C,Daily_Energy_MU,Peak_Met_MW,Peak_Unmet_MW
2020-02-28,Bihar,Bihar,26.365453070590608,69.8,3847.0,0.0
2020-02-28,Chandigarh,Chandigarh,23.53403663635254,3.5,211.0,0.0
2020-02-28,Chhattisgarh,Chhattisgarh,30.056293940126093,81.9,3781.0,0.0
2020-02-28,Dadara & Nagar Havelli,Dadra and Nagar Haveli,34.02078881979136,18.5,811.0,0.0
2020-02-28,Daman & Diu,Daman and Diu,33.12966552436554,7.4,329.0,0.0
2020-02-28,NCT of Delhi,Delhi,26.35280709855472,63.8,3599.0,0.0
2020-02-28,Goa,Goa,34.05010571998248,11.1,516.0,0.0
2020-02-28,Gujarat,Gujarat,32.88813153811577,362.0,16452.0,0.0
2020-02-28,Haryana,Haryana,26.00209041779024,123.0,6063.0,0.0
2020-02-28,Himachal Pradesh,Himachal Pradesh,19.43284964195888,28.8,1668.0,0.0
2020-02-28,Jammu & Kashmir,Jammu and Kashmir,16.33063011897142,49.0,2324.0,581.0
2020-02-28,Jharkhand,Jharkhand,27.369383305386624,23.8,1300.0,0.0
2020-02-28,Karnataka,Karnataka,32.980543722803084,253.3,12876.0,0.0
2020-02-28,Kerala,Kerala,31.64935463149617,80.5,3856.0,0.0
2020-02-28,Madhya Pradesh,Madhya Pradesh,30.499319018906878,252.9,13492.0,0.0
2020-02-28,Maharashtra,Maharashtra,33.764813078160465,492.9,23737.0,0.0
2020-02-28,Manipur,Manipur,26.98326066872209,2.6,196.0,1.0
2020-02-28,Meghalaya,Meghalaya,26.384517753515627,5.8,333.0,0.0
2020-02-28,Mizoram,Mizoram,26.45701760919066,1.7,98.0,2.0
2020-02-28,Nagaland,Nagaland,27.336274937825543,2.2,137.0,1.0
2020-02-28,Odisha,Odisha,30.243281253715683,69.5,3661.0,0.0
2020-02-28,Puducherry,Puducherry,32.51991891112582,7.8,371.0,0.0
2020-02-28,Punjab,Punjab,23.85708463279112,113.0,5609.0,0.0
2020-02-28,Rajasthan,Rajasthan,30.892757487458475,246.2,13961.0,0.0
2020-02-28,Sikkim,Sikkim,24.01759914990204,1.6,122.0,0.0
2020-02-28,Tamil Nadu,Tamil Nadu,32.85634880526078,329.1,15128.0,0.0
2020-02-28,Telangana,Telangana,32.79806042811744,254.0,13168.0,0.0
2020-02-28,Tripura,Tripura,26.38801540545662,3.5,219.0,1.0
2020-02-28,Uttar Pradesh,Uttar Pradesh,26.199460744348507,274.9,13625.0,0.0
2020-02-28,Uttarakhand,Uttarakhand,20.56964523841562,36.0,1936.0,0.0
2020-02-28,West Bengal,West Bengal,27.50241739462034,119.9,6381.0,0.0
2020-02-29,Andhra Pradesh,Andhra Pradesh,32.48164476298162,200.8,9818.0,0.0
2020-02-29,Arunachal Pradesh,Arunachal Pradesh,29.473702474986688,2.1,124.0,3.0
2020-02-29,Assam,Assam,28.20108633454108,23.1,1365.0,17.0
2020-02-29,Bihar,Bihar,27.712455743301465,68.2,3937.0,0.0
2020-02-29,Chandigarh,Chandigarh,22.534969329833984,3.5,218.0,0.0
2020-02-29,Chhattisgarh,Chhattisgarh,30.75669208037017,83.7,3765.0,0.0
2020-02-29,Dadara & Nagar Havelli,Dadra and Nagar Haveli,33.15969816071749,19.4,803.0,0.0
2020-02-29,Daman & Diu,Daman and Diu,32.32988213662223,7.4,327.0,0.0
2020-02-29,NCT of Delhi,Delhi,26.842924046037712,60.3,3322.0,0.0
2020-02-29,Goa,Goa,33.62125564990199,11.6,599.0,0.0
2020-02-29,Gujarat,Gujarat,32.151234976863435,361.6,16538.0,0.0
2020-02-29,Haryana,Haryana,26.16318733553356,108.0,5680.0,0.0
2020-02-29,Himachal Pradesh,Himachal Pradesh,17.431414501307895,27.9,1555.0,0.0
2020-02-29,Jammu & Kashmir,Jammu and Kashmir,13.050321198315885,42.7,2188.0,547.0
2020-02-29,Jharkhand,Jharkhand,28.793885534786188,24.1,1346.0,0.0
2020-02-29,Karnataka,Karnataka,32.86063057020822,248.0,12692.0,0.0
2020-02-29,Kerala,Kerala,31.67661091382277,79.2,3753.0,0.0
2020-02-29,Madhya Pradesh,Madhya Pradesh,31.14070062287176,248.3,13371.0,0.0
2020-02-29,Maharashtra,Maharashtra,33.13984302311943,484.8,23142.0,0.0
2020-02-29,Manipur,Manipur,28.88025981790829,2.7,187.0,1.0
2020-02-29,Meghalaya,Meghalaya,27.57613795627989,5.9,347.0,2.0
2020-02-29,Mizoram,Mizoram,27.90771207565442,1.6,93.0,3.0
2020-02-29,Nagaland,Nagaland,29.772203580021703,2.2,128.0,1.0
2020-02-29,Odisha,Odisha,30.768003714678198,69.2,3742.0,0.0
2020-02-29,Puducherry,Puducherry,33.15712023891785,7.8,371.0,0.0
2020-02-29,Punjab,Punjab,22.22549541784106,96.9,4846.0,0.0
2020-02-29,Rajasthan,Rajasthan,30.830003494086863,236.0,13486.0,0.0
2020-02-29,Sikkim,Sikkim,25.11129698963489,1.6,157.0,0.0
2020-02-29,Tamil Nadu,Tamil Nadu,32.99207842460881,326.4,14691.0,0.0
2020-02-29,Telangana,Telangana,32.63350832641611,255.9,13013.0,0.0
2020-02-29,Tripura,Tripura,27.87955257529392,3.4,226.0,5.0
2020-02-29,Uttar Pradesh,Uttar Pradesh,27.190484655468165,247.3,12989.0,0.0
2020-02-29,Uttarakhand,Uttarakhand,20.48724743071937,34.9,1865.0,0.0
2020-02-29,West Bengal,West Bengal,28.491112228742043,120.5,6373.0,0.0
2020-03-01,Andhra Pradesh,Andhra Pradesh,32.80569061090662,194.0,9762.0,0.0
2020-03-01,Arunachal Pradesh,Arunachal Pradesh,30.084544707463504,2.1,113.0,1.0
2020-03-01,Assam,Assam,28.99984525950133,21.1,1322.0,30.0
2020-03-01,Bihar,Bihar,28.008661508377244,70.8,3869.0,0.0
2020-03-01,Chandigarh,Chandigarh,23.455406188964844,3.4,204.0,0.0
2020-03-01,Chhattisgarh,Chhattisgarh,30.75177933361165,85.1,3793.0,0.0
2020-03-01,Dadara & Nagar Havelli,Dadra and Nagar Haveli,32.4106454168923,17.0,744.0,0.0
2020-03-01,Daman & Diu,Daman and Diu,31.878133165777463,7.0,309.0,0.0
2020-03-01,NCT of Delhi,Delhi,26.833651615929615,57.9,3326.0,0.0
2020-03-01,Goa,Goa,32.8686364441832,11.6,599.0,0.0
2020-03-01,Gujarat,Gujarat,32.4046291674831,346.4,15532.0,0.0
2020-03-01,Haryana,Haryana,25.705310575266488,94.5,5020.0,0.0
2020-03-01,Himachal Pradesh,Himachal Pradesh,19.40699772014677,25.0,1502.0,0.0
2020-03-01,Jammu & Kashmir,Jammu and Kashmir,16.707712090884712,46.3,2342.0,586.0
2020-03-01,Jharkhand,Jharkhand,29.457291885399407,23.9,1257.0,0.0
2020-03-01,Karnataka,Karnataka,33.24608348075071,224.3,11770.0,0.0
2020-03-01,Kerala,Kerala,31.915492802892715,71.9,3673.0,0.0
2020-03-01,Madhya Pradesh,Madhya Pradesh,29.78642136132014,222.4,11564.0,0.0
2020-03-01,Maharashtra,Maharashtra,33.3525029830508,456.8,22012.0,0.0
2020-03-01,Manipur,Manipur,29.73499398295184,2.6,185.0,2.0
2020-03-01,Meghalaya,Meghalaya,28.511224529489088,5.5,315.0,0.0
2020-03-01,Mizoram,Mizoram,28.847290607366173,1.7,90.0,1.0
2020-03-01,Nagaland,Nagaland,29.96747919057415,2.1,122.0,1.0
2020-03-01,Odisha,Odisha,31.58268969087436,67.4,3728.0,0.0
2020-03-01,Puducherry,Puducherry,32.771835023214784,7.1,328.0,0.0
2020-03-01,Punjab,Punjab,23.37913675940729,97.8,4915.0,0.0
2020-03-01,Rajasthan,Rajasthan,29.188788359018663,230.1,12528.0,0.0
2020-03-01,Sikkim,Sikkim,25.559639667489904,1.3,160.0,0.0
2020-03-01,Tamil Nadu,Tamil Nadu,33.11740629190825,302.8,13599.0,0.0
2020-03-01,Telangana,Telangana,33.33799512624427,247.7,12458.0,0.0
2020-03-01,Tripura,Tripura,28.440593698454425,3.4,222.0,0.0
2020-03-01,Uttar Pradesh,Uttar Pradesh,26.603393139196395,215.8,13061.0,0.0
2020-03-01,Uttarakhand,Uttarakhand,21.037238183992912,31.3,1722.0,0.0
2020-03-01,West Bengal,West Bengal,29.43687902234892,111.1,6143.0,0.0
2020-03-02,Andhra Pradesh,Andhra Pradesh,32.89611733841504,195.3,9750.0,0.0
2020-03-02,Arunachal Pradesh,Arunachal Pradesh,27.729407508949517,2.1,118.0,2.0
2020-03-02,Assam,Assam,27.59286212325734,22.5,1320.0,71.0
2020-03-02,Bihar,Bihar,28.364040597419333,72.1,3878.0,0.0
2020-03-02,Chandigarh,Chandigarh,24.106769561767575,3.1,185.0,0.0
2020-03-02,Chhattisgarh,Chhattisgarh,30.74399846241455,91.3,3910.0,0.0
2020-03-02,Dadara & Nagar Havelli,Dadra and Nagar Haveli,32.255674733595406,18.6,802.0,0.0
2020-03-02,Daman & Diu,Daman and Diu,32.31879066363033,7.1,325.0,0.0
2020-03-02,NCT of Delhi,Delhi,27.29864107159178,61.5,3310.0,0.0
2020-03-02,Goa,Goa,32.390106312949705,10.9,523.0,0.0
2020-03-02,Gujarat,Gujarat,32.769389290365794,360.1,16462.0,0.0
2020-03-02,Haryana,Haryana,26.36770678782836,110.4,5941.0,0.0
2020-03-02,Himachal Pradesh,Himachal Pradesh,20.578444195183057,27.5,1642.0,0.0
2020-03-02,Jammu & Kashmir,Jammu and Kashmir,18.448149343697224,46.8,2401.0,600.0
2020-03-02,Jharkhand,Jharkhand,29.94938494061341,24.2,1284.0,0.0
2020-03-02,Karnataka,Karnataka,32.47512143182736,237.2,11745.0,0.0
2020-03-02,Kerala,Kerala,31.48432802116198,78.9,3930.0,0.0
2020-03-02,Madhya Pradesh,Madhya Pradesh,30.48480010362642,226.7,11531.0,0.0
2020-03-02,Maharashtra,Maharashtra,33.1517441382262,476.6,22839.0,0.0
2020-03-02,Manipur,Manipur,27.86133100640388,2.7,190.0,3.0
2020-03-02,Meghalaya,Meghalaya,28.10697979025209,5.6,335.0,4.0
2020-03-02,Mizoram,Mizoram,28.180488272917724,1.6,101.0,3.0
2020-03-02,Nagaland,Nagaland,27.9488161375328,2.1,114.0,3.0
2020-03-02,Odisha,Odisha,31.879593629213392,72.4,3829.0,0.0
2020-03-02,Puducherry,Puducherry,32.9190372084463,7.5,368.0,0.0
2020-03-02,Punjab,Punjab,24.659391164614465,111.2,5444.0,0.0
2020-03-02,Rajasthan,Rajasthan,29.837935123477475,236.5,13285.0,0.0
2020-03-02,Sikkim,Sikkim,25.15442086471277,1.4,163.0,0.0
2020-03-02,Tamil Nadu,Tamil Nadu,33.04293642956073,323.0,14799.0,0.0
2020-03-02,Telangana,Telangana,33.55226958814232,248.6,12741.0,0.0
2020-03-02,Tripura,Tripura,28.06550435778273,3.5,230.0,11.0
2020-03-02,Uttar Pradesh,Uttar Pradesh,27.851889418816437,250.8,13628.0,0.0
2020-03-02,Uttarakhand,Uttarakhand,22.064994912544943,33.8,1798.0,0.0
2020-03-02,West Bengal,West Bengal,29.895331860512925,120.1,6531.0,0.0
2020-03-03,Andhra Pradesh,Andhra Pradesh,33.75338183144094,195.9,9903.0,0.0
2020-03-03,Arunachal Pradesh,Arunachal Pradesh,26.31241161021693,2.2,126.0,2.0
2020-03-03,Assam,Assam,25.922894656889166,20.3,1196.0,165.0
2020-03-03,Bihar,Bihar,28.91587654042113,73.1,4037.0,0.0
2020-03-03,Chandigarh,Chandigarh,24.41266632080078,3.4,211.0,0.0
2020-03-03,Chhattisgarh,Chhattisgarh,31.19434171633318,86.2,3963.0,0.0
2020-03-03,Dadara & Nagar Havelli,Dadra and Nagar Haveli,32.23023176022459,19.0,803.0,0.0
2020-03-03,Daman & Diu,Daman and Diu,31.74637827738245,7.6,340.0,0.0
2020-03-03,NCT of Delhi,Delhi,27.34121847382722,62.8,3406.0,0.0
2020-03-03,Goa,Goa,32.41421712991698,11.0,526.0,0.0
2020-03-03,Gujarat,Gujarat,32.10151655867002,363.1,16482.0,0.0
2020-03-03,Haryana,Haryana,26.628617478702477,119.5,6120.0,0.0
2020-03-03,Himachal Pradesh,Himachal Pradesh,20.892552486304304,28.4,1650.0,0.0
2020-03-03,Jammu & Kashmir,Jammu and Kashmir,18.788534305421223,46.9,2724.0,681.0
2020-03-03,Jharkhand,Jharkhand,30.07941043755248,22.9,1179.0,0.0
2020-03-03,Karnataka,Karnataka,33.26617007337708,245.1,12289.0,0.0
2020-03-03,Kerala,Kerala,31.94890551315033,79.9,3833.0,60.0
2020-03-03,Madhya Pradesh,Madhya Pradesh,30.78077332854488,234.3,11997.0,0.0
2020-03-03,Maharashtra,Maharashtra,33.42848853100394,490.8,23294.0,0.0
2020-03-03,Manipur,Manipur,26.140197611615264,2.5,178.0,6.0
2020-03-03,Meghalaya,Meghalaya,26.29676177046237,5.7,338.0,0.0
2020-03-03,Mizoram,Mizoram,26.32751696362731,1.6,100.0,1.0
2020-03-03,Nagaland,Nagaland,26.24422419358341,2.2,118.0,2.0
2020-03-03,Odisha,Odisha,32.06419325984957,71.6,3837.0,0.0
2020-03-03,Puducherry,Puducherry,33.67644528576472,7.9,383.0,0.0
2020-03-03,Punjab,Punjab,24.63191219078814,116.5,5594.0,0.0
2020-03-03,Rajasthan,Rajasthan,30.21144474772885,244.7,13448.0,0.0
2020-03-03,Sikkim,Sikkim,24.55671632565849,1.5,153.0,0.0
2020-03-03,Tamil Nadu,Tamil Nadu,33.72287079385193,334.0,15130.0,0.0
2020-03-03,Telangana,Telangana,34.14159394080961,254.0,12941.0,0.0
2020-03-03,Tripura,Tripura,26.47174696096426,3.4,224.0,1.0
2020-03-03,Uttar Pradesh,Uttar Pradesh,28.41651251750096,257.1,13860.0,0.0
2020-03-03,Uttarakhand,Uttarakhand,22.12283389377544,35.0,1863.0,0.0
2020-03-03,West Bengal,West Bengal,29.707134634939557,115.5,6305.0,0.0
2020-03-04,Andhra Pradesh,Andhra Pradesh,33.95895903544066,201.2,10005.0,0.0
2020-03-04,Arunachal Pradesh,Arunachal Pradesh,25.1155456391412,2.1,119.0,1.0
2020-03-04,Assam,Assam,25.23398922338958,21.3,1348.0,33.0
2020-03-04,Bihar,Bihar,28.34786499509659,73.5,4018.0,0.0
2020-03-04,Chandigarh,Chandigarh,24.616518020629883,3.4,212.0,0.0
2020-03-04,Chhattisgarh,Chhattisgarh,31.413141239312605,84.3,3758.0,0.0
2020-03-04,Dadara & Nagar Havelli,Dadra and Nagar Haveli,30.661580017102352,19.2,819.0,0.0
2020-03-04,Daman & Diu,Daman and Diu,30.40483821023851,7.7,339.0,0.0
2020-03-04,NCT of Delhi,Delhi,27.9405853743914,63.9,3457.0,0.0
2020-03-04,Goa,Goa,31.915330575511103,11.0,524.0,0.0
2020-03-04,Gujarat,Gujarat,30.79443812186084,356.5,15860.0,0.0
2020-03-04,Haryana,Haryana,27.09423836061638,114.0,5853.0,0.0
2020-03-04,Himachal Pradesh,Himachal Pradesh,21.18478874263825,28.2,1639.0,0.0
2020-03-04,Jammu & Kashmir,Jammu and Kashmir,18.269829791201825,45.4,2407.0,602.0
2020-03-04,Jharkhand,Jharkhand,29.35715197907891,21.7,1120.0,0.0
2020-03-04,Karnataka,Karnataka,33.0564759538573,244.5,12230.0,0.0
2020-03-04,Kerala,Kerala,32.14327683617298,80.0,3860.0,0.0
2020-03-04,Madhya Pradesh,Madhya Pradesh,30.24657638129686,232.1,12111.0,0.0
2020-03-04,Maharashtra,Maharashtra,32.45376127143137,490.1,23251.0,0.0
2020-03-04,Manipur,Manipur,25.83242640458489,2.8,200.0,1.0
2020-03-04,Meghalaya,Meghalaya,25.541070767585467,5.5,359.0,0.0
2020-03-04,Mizoram,Mizoram,26.313713632864115,1.7,101.0,1.0
2020-03-04,Nagaland,Nagaland,25.76538340529086,2.2,124.0,3.0
2020-03-04,Odisha,Odisha,31.02030737389944,69.9,3518.0,0.0
2020-03-04,Puducherry,Puducherry,33.74717623257297,8.1,395.0,0.0
2020-03-04,Punjab,Punjab,24.874028152939594,114.0,5426.0,0.0
2020-03-04,Rajasthan,Rajasthan,30.09989193759945,225.9,13381.0,0.0
2020-03-04,Sikkim,Sikkim,23.71115148628122,1.7,154.0,0.0
2020-03-04,Tamil Nadu,Tamil Nadu,33.89213725540875,337.3,15502.0,0.0
2020-03-04,Telangana,Telangana,34.35688380776772,254.1,12658.0,0.0
2020-03-04,Tripura,Tripura,26.253354575925755,3.5,231.0,0.0
2020-03-04,Uttar Pradesh,Uttar Pradesh,28.10272869235169,250.0,12770.0,0.0
2020-03-04,Uttarakhand,Uttarakhand,22.71053205817516,35.1,1860.0,0.0
2020-03-04,West Bengal,West Bengal,28.543289631612936,111.4,6283.0,0.0
2020-03-05,Andhra Pradesh,Andhra Pradesh,33.68696867499582,199.5,9982.0,0.0
2020-03-05,Arunachal Pradesh,Arunachal Pradesh,24.677915252309457,2.1,122.0,2.0
2020-03-05,Assam,Assam,25.09162184549274,22.5,1367.0,20.0
2020-03-05,Bihar,Bihar,27.730658948477508,73.5,4004.0,0.0
2020-03-05,Chandigarh,Chandigarh,22.022123336791992,3.3,209.0,0.0
2020-03-05,Chhattisgarh,Chhattisgarh,30.4935333634174,85.1,3756.0,0.0
2020-03-05,Dadara & Nagar Havelli,Dadra and Nagar Haveli,30.66502665520667,19.5,823.0,0.0
2020-03-05,Daman & Diu,Daman and Diu,30.23634340656881,7.5,335.0,0.0
2020-03-05,NCT of Delhi,Delhi,25.39263069939761,62.9,3475.0,0.0
2020-03-05,Goa,Goa,31.29947799336365,10.4,473.0,0.0
2020-03-05,Gujarat,Gujarat,30.019212620647743,354.3,16147.0,0.0
2020-03-05,Haryana,Haryana,24.57834121237581,97.2,5245.0,0.0
2020-03-05,Himachal Pradesh,Himachal Pradesh,17.144829051831163,29.4,1601.0,0.0
2020-03-05,Jammu & Kashmir,Jammu and Kashmir,13.34924448676488,45.7,2606.0,651.0
2020-03-05,Jharkhand,Jharkhand,27.87474481941253,20.3,1319.0,0.0
2020-03-05,Karnataka,Karnataka,33.02377406459953,251.9,12703.0,0.0
2020-03-05,Kerala,Kerala,32.13778677924966,79.2,3834.0,0.0
2020-03-05,Madhya Pradesh,Madhya Pradesh,29.735690895383964,232.0,12058.0,0.0
2020-03-05,Maharashtra,Maharashtra,32.07444949875578,491.6,23583.0,0.0
2020-03-05,Manipur,Manipur,25.402436854892205,2.6,202.0,3.0
2020-03-05,Meghalaya,Meghalaya,25.7328906064533,5.9,364.0,0.0
2020-03-05,Mizoram,Mizoram,25.75037882003905,1.6,98.0,2.0
2020-03-05,Nagaland,Nagaland,25.32088241843837,2.1,124.0,2.0
2020-03-05,Odisha,Odisha,30.158340056640828,69.3,3721.0,0.0
2020-03-05,Puducherry,Puducherry,33.68585541569585,8.0,383.0,0.0
2020-03-05,Punjab,Punjab,21.37632856792516,101.7,5128.0,0.0
2020-03-05,Rajasthan,Rajasthan,28.397977776188,215.6,12307.0,0.0
2020-03-05,Sikkim,Sikkim,24.61467740571022,1.7,143.0,0.0
2020-03-05,Tamil Nadu,Tamil Nadu,33.9347672955825,336.3,15286.0,0.0
2020-03-05,Telangana,Telangana,33.39286405536699,247.3,12667.0,0.0
2020-03-05,Tripura,Tripura,26.198096782954853,3.5,225.0,3.0
2020-03-05,Uttar Pradesh,Uttar Pradesh,26.7785609729074,230.3,13181.0,0.0
2020-03-05,Uttarakhand,Uttarakhand,19.762387162813106,34.8,1801.0,0.0
2020-03-05,West Bengal,West Bengal,27.678818572435173,115.5,6354.0,0.0
2020-03-06,Andhra Pradesh,Andhra Pradesh,33.01702400730366,194.7,9790.0,0.0
2020-03-06,Arunachal Pradesh,Arunachal Pradesh,27.34250580733344,2.2,124.0,2.0
2020-03-06,Assam,Assam,26.012283754685303,22.5,1314.0,75.0
2020-03-06,Bihar,Bihar,26.227210834120207,67.3,3612.0,0.0
2020-03-06,Chandigarh,Chandigarh,16.707996368408203,3.5,218.0,0.0
2020-03-06,Chhattisgarh,Chhattisgarh,30.437023703428324,83.5,3853.0,0.0
2020-03-06,Dadara & Nagar Havelli,Dadra and Nagar Haveli,30.44181375621798,19.1,814.0,0.0
2020-03-06,Daman & Diu,Daman and Diu,29.922930571473486,7.6,343.0,0.0
2020-03-06,NCT of Delhi,Delhi,20.18613932634411,64.4,3682.0,0.0
2020-03-06,Goa,Goa,30.85281646959725,10.4,498.0,0.0
2020-03-06,Gujarat,Gujarat,28.750665474784213,345.3,15833.0,0.0
2020-03-06,Haryana,Haryana,18.829730558962275,87.6,4695.0,0.0
2020-03-06,Himachal Pradesh,Himachal Pradesh,13.462925484857632,29.6,1602.0,0.0
2020-03-06,Jammu & Kashmir,Jammu and Kashmir,10.962043252086136,46.8,2249.0,562.0
2020-03-06,Jharkhand,Jharkhand,28.215772795750667,21.0,1184.0,0.0
2020-03-06,Karnataka,Karnataka,32.6109624620969,248.5,12753.0,0.0
2020-03-06,Kerala,Kerala,32.75136786970246,79.4,3870.0,0.0
2020-03-06,Madhya Pradesh,Madhya Pradesh,28.964952571161596,220.7,11927.0,0.0
2020-03-06,Maharashtra,Maharashtra,31.800744550244897,486.1,23493.0,0.0
2020-03-06,Manipur,Manipur,27.326770986635,2.6,192.0,4.0
2020-03-06,Meghalaya,Meghalaya,25.039486013381964,5.7,364.0,0.0
2020-03-06,Mizoram,Mizoram,26.42266691315396,1.7,101.0,1.0
2020-03-06,Nagaland,Nagaland,27.54592410339243,2.2,127.0,2.0
2020-03-06,Odisha,Odisha,30.399750120093252,67.8,3622.0,0.0
2020-03-06,Puducherry,Puducherry,33.72982444950658,8.5,397.0,0.0
2020-03-06,Punjab,Punjab,16.59173538502451,91.6,4749.0,0.0
2020-03-06,Rajasthan,Rajasthan,23.527758318884143,204.75,11424.5,0.0
2020-03-06,Sikkim,Sikkim,20.88355033968242,1.4,107.0,0.0
2020-03-06,Tamil Nadu,Tamil Nadu,34.301731208433075,339.7,15242.0,0.0
2020-03-06,Telangana,Telangana,33.30695039978789,244.1,12452.0,0.0
2020-03-06,Tripura,Tripura,25.616233355960564,3.6,224.0,0.0
2020-03-06,Uttar Pradesh,Uttar Pradesh,24.832190862669705,209.5,10994.0,0.0
2020-03-06,Uttarakhand,Uttarakhand,14.569329702552324,32.9,1612.0,0.0
2020-03-06,West Bengal,West Bengal,26.973028038630392,114.0,6535.0,0.0
2020-03-07,Andhra Pradesh,Andhra Pradesh,32.646284505827545,185.7,8950.0,0.0
2020-03-07,Arunachal Pradesh,Arunachal Pradesh,24.0114177456018,2.3,121.0,1.0
2020-03-07,Assam,Assam,23.50289987358489,22.2,1361.0,22.0
2020-03-07,Bihar,Bihar,25.883875076043434,64.8,3807.0,0.0
2020-03-07,Chandigarh,Chandigarh,15.558585166931152,3.5,204.0,0.0
2020-03-07,Chhattisgarh,Chhattisgarh,29.66723629721061,72.2,3384.0,0.0
2020-03-07,Dadara & Nagar Havelli,Dadra and Nagar Haveli,30.203256250122543,19.1,812.0,0.0
2020-03-07,Daman & Diu,Daman and Diu,29.67609879456873,7.6,333.0,0.0
2020-03-07,NCT of Delhi,Delhi,20.253181253555887,59.9,3517.0,0.0
2020-03-07,Goa,Goa,31.187670568443515,10.4,493.0,0.0
2020-03-07,Gujarat,Gujarat,29.38472695833474,344.0,15818.0,0.0
2020-03-07,Haryana,Haryana,18.67209527739412,99.1,5415.0,0.0
2020-03-07,Himachal Pradesh,Himachal Pradesh,11.395215931424966,30.5,1656.0,0.0
2020-03-07,Jammu & Kashmir,Jammu and Kashmir,8.814971005584136,49.2,2329.0,582.0
2020-03-07,Jharkhand,Jharkhand,27.204137691929425,20.9,1180.0,0.0
2020-03-07,Karnataka,Karnataka,32.5758615842759,247.7,12576.0,0.0
2020-03-07,Kerala,Kerala,32.055729470782374,79.5,3745.0,0.0
2020-03-07,Madhya Pradesh,Madhya Pradesh,28.052242454693147,221.5,11537.0,0.0
2020-03-07,Maharashtra,Maharashtra,31.530960503379674,486.1,23287.0,0.0
2020-03-07,Manipur,Manipur,24.215108514047675,2.7,197.0,2.0
2020-03-07,Meghalaya,Meghalaya,23.65280295194877,5.9,349.0,0.0
2020-03-07,Mizoram,Mizoram,24.018314872194683,1.6,106.0,1.0
2020-03-07,Nagaland,Nagaland,24.13458883575392,2.2,127.0,1.0
2020-03-07,Odisha,Odisha,30.25783125702028,68.6,3614.0,0.0
2020-03-07,Puducherry,Puducherry,33.27671122963418,8.2,392.0,0.0
2020-03-07,Punjab,Punjab,15.707265816633402,97.3,4841.0,0.0
2020-03-07,Rajasthan,Rajasthan,24.88151080403829,193.9,10542.0,0.0
2020-03-07,Sikkim,Sikkim,21.547038722200117,1.5,113.0,0.0
2020-03-07,Tamil Nadu,Tamil Nadu,33.756815117632904,332.2,14749.0,0.0
2020-03-07,Telangana,Telangana,32.58884983905968,237.6,12105.0,0.0
2020-03-07,Tripura,Tripura,23.728162507458222,3.6,223.0,0.0
2020-03-07,Uttar Pradesh,Uttar Pradesh,23.55741530464883,218.8,13388.0,0.0
2020-03-07,Uttarakhand,Uttarakhand,13.646728597200909,34.6,1765.0,0.0
2020-03-07,West Bengal,West Bengal,26.724814355817763,109.7,6300.0,0.0
2020-03-08,Andhra Pradesh,Andhra Pradesh,33.25171549249016,182.4,8760.0,0.0
2020-03-08,Arunachal Pradesh,Arunachal Pradesh,24.502215424372828,2.3,125.0,1.0
2020-03-08,Assam,Assam,25.210972677974148,21.0,1276.0,36.0
2020-03-08,Bihar,Bihar,26.92516346877699,71.0,3814.0,0.0
2020-03-08,Chandigarh,Chandigarh,21.697153091430664,3.1,190.0,0.0
2020-03-08,Chhattisgarh,Chhattisgarh,30.39229360431395,81.2,3619.0,0.0
2020-03-08,Dadara & Nagar Havelli,Dadra and Nagar Haveli,31.95389093368796,19.0,805.0,0.0
2020-03-08,Daman & Diu,Daman and Diu,31.66725171569798,7.4,324.0,0.0
2020-03-08,NCT of Delhi,Delhi,25.450666215411783,58.2,3427.0,0.0
2020-03-08,Goa,Goa,32.16214234495541,9.2,441.0,0.0
2020-03-08,Gujarat,Gujarat,31.22469519290536,335.6,15557.0,0.0
2020-03-08,Haryana,Haryana,24.306463255461555,93.2,4703.0,0.0
2020-03-08,Himachal Pradesh,Himachal Pradesh,17.70684789715429,27.5,1612.0,0.0
2020-03-08,Jammu & Kashmir,Jammu and Kashmir,13.889056373600448,47.4,2289.0,572.0
2020-03-08,Jharkhand,Jharkhand,28.53242510079012,22.5,1253.0,0.0
2020-03-08,Karnataka,Karnataka,33.39005325009706,237.4,11923.0,0.0
2020-03-08,Kerala,Kerala,32.3598847545191,73.9,3694.0,0.0
2020-03-08,Madhya Pradesh,Madhya Pradesh,28.91959778709735,221.0,11427.0,0.0
2020-03-08,Maharashtra,Maharashtra,32.65606508450645,471.5,22251.0,0.0
2020-03-08,Manipur,Manipur,25.415548411411137,2.7,178.0,1.0
2020-03-08,Meghalaya,Meghalaya,26.029378100793096,5.7,326.0,0.0
2020-03-08,Mizoram,Mizoram,26.129018019616304,1.7,105.0,1.0
2020-03-08,Nagaland,Nagaland,25.093277391945563,2.2,128.0,1.0
2020-03-08,Odisha,Odisha,31.167290383400577,71.4,3677.0,0.0
2020-03-08,Puducherry,Puducherry,33.6540711793466,7.4,331.0,0.0
2020-03-08,Punjab,Punjab,21.795758299500086,93.8,4846.0,0.0
2020-03-08,Rajasthan,Rajasthan,27.806433513591724,201.1,11159.0,0.0
2020-03-08,Sikkim,Sikkim,23.627490354257137,1.3,99.0,0.0
2020-03-08,Tamil Nadu,Tamil Nadu,34.02850667506423,309.7,13183.0,0.0
2020-03-08,Telangana,Telangana,33.17305206014711,226.7,11301.0,0.0
